Activity_ID,Lead_ID,Activity_Type,Activity_Date,Outcome
A02894,L0859,Website Visit,2026-05-09,Blog
A02895,L0868,Meeting,2026-05-09,Completed
A02896,L0912,Website Visit,2026-05-09,Pricing Page
A02897,L0913,Meeting,2026-05-09,Completed
A02898,L0274,Website Visit,2026-05-10,Blog
A02899,L0292,Website Visit,2026-05-10,Contact Page
A02900,L0293,Meeting,2026-05-10,Completed
A02901,L0293,Website Visit,2026-05-10,Blog
A02902,L0304,Meeting,2026-05-10,Completed
A02903,L0309,Call,2026-05-10,Connected
A02904,L0314,Email,2026-05-10,Bounced
A02905,L0354,Website Visit,2026-05-10,Services Page
A02906,L0364,Meeting,2026-05-10,Completed
A02907,L0369,Call,2026-05-10,No Answer
A02908,L0399,Call,2026-05-10,No Answer
A02909,L0415,Website Visit,2026-05-10,Services Page
A02910,L0418,Email,2026-05-10,No Response
A02911,L0429,Website Visit,2026-05-10,Blog
A02912,L0430,Call,2026-05-10,No Answer
A02913,L0477,Website Visit,2026-05-10,Pricing Page
A02914,L0479,Meeting,2026-05-10,Completed
A02915,L0495,Meeting,2026-05-10,Completed
A02916,L0512,Website Visit,2026-05-10,Blog
A02917,L0514,Email,2026-05-10,Replied
A02918,L0534,Meeting,2026-05-10,Completed
A02919,L0536,Website Visit,2026-05-10,Pricing Page
A02920,L0557,Email,2026-05-10,No Response
A02921,L0558,Call,2026-05-10,Connected
A02922,L0564,Call,2026-05-10,No Answer
A02923,L0618,Website Visit,2026-05-10,Services Page
A02924,L0622,Email,2026-05-10,Replied
A02925,L0622,Website Visit,2026-05-10,Pricing Page
A02926,L0626,Call,2026-05-10,Callback Requested
A02927,L0653,Call,2026-05-10,Connected
A02928,L0657,Email,2026-05-10,No Response
A02929,L0673,Call,2026-05-10,No Answer
A02930,L0682,Meeting,2026-05-10,Completed
A02931,L0683,Website Visit,2026-05-10,Pricing Page
A02932,L0692,Call,2026-05-10,Connected
A02933,L0693,Call,2026-05-10,Connected
A02934,L0769,Call,2026-05-10,No Answer
A02935,L0782,Meeting,2026-05-10,Completed
A02936,L0782,Website Visit,2026-05-10,Blog
A02937,L0801,Website Visit,2026-05-10,Services Page
A02938,L0811,Call,2026-05-10,Callback Requested
A02939,L0848,Email,2026-05-10,No Response
A02940,L0864,Call,2026-05-10,Connected
A02941,L0874,Call,2026-05-10,No Answer
A02942,L0874,Email,2026-05-10,Replied
A02943,L0889,Email,2026-05-10,No Response
A02944,L0304,Website Visit,2026-05-11,Blog
A02945,L0308,Call,2026-05-11,No Answer
A02946,L0310,Call,2026-05-11,Connected
A02947,L0319,Email,2026-05-11,No Response
A02948,L0335,Website Visit,2026-05-11,Pricing Page
A02949,L0369,Email,2026-05-11,Opened
A02950,L0382,Email,2026-05-11,Replied
A02951,L0415,Email,2026-05-11,Replied
A02952,L0443,Email,2026-05-11,Opened
A02953,L0533,Email,2026-05-11,Bounced
A02954,L0535,Email,2026-05-11,Opened
A02955,L0544,Website Visit,2026-05-11,Services Page
A02956,L0548,Website Visit,2026-05-11,Case Study
A02957,L0558,Call,2026-05-11,Connected
A02958,L0558,Meeting,2026-05-11,Completed
A02959,L0566,Email,2026-05-11,Opened
A02960,L0570,Call,2026-05-11,Connected
A02961,L0578,Call,2026-05-11,No Answer
A02962,L0582,Call,2026-05-11,No Answer
A02963,L0662,Meeting,2026-05-11,Completed
A02964,L0663,Website Visit,2026-05-11,Case Study
A02965,L0673,Email,2026-05-11,Replied
A02966,L0699,Call,2026-05-11,No Answer
A02967,L0699,Meeting,2026-05-11,Completed
A02968,L0712,Email,2026-05-11,Opened
A02969,L0774,Email,2026-05-11,Replied
A02970,L0777,Call,2026-05-11,No Answer
A02971,L0854,Email,2026-05-11,No Response
A02972,L0894,Website Visit,2026-05-11,Services Page
A02973,L0903,Website Visit,2026-05-11,Contact Page
A02974,L0309,Website Visit,2026-05-12,Services Page
A02975,L0316,Email,2026-05-12,Opened
A02976,L0321,Meeting,2026-05-12,Completed
A02977,L0342,Email,2026-05-12,No Response
A02978,L0349,Email,2026-05-12,Opened
A02979,L0371,Meeting,2026-05-12,No Show
A02980,L0375,Meeting,2026-05-12,Rescheduled
A02981,L0415,Meeting,2026-05-12,Rescheduled
A02982,L0416,Website Visit,2026-05-12,Services Page
A02983,L0465,Meeting,2026-05-12,Completed
A02984,L0466,Call,2026-05-12,Callback Requested
A02985,L0495,Website Visit,2026-05-12,Pricing Page
A02986,L0501,Website Visit,2026-05-12,Contact Page
A02987,L0516,Call,2026-05-12,Connected
A02988,L0518,Call,2026-05-12,No Answer
A02989,L0533,Website Visit,2026-05-12,Services Page
A02990,L0539,Website Visit,2026-05-12,Pricing Page
A02991,L0544,Call,2026-05-12,Callback Requested
A02992,L0548,Meeting,2026-05-12,Completed
A02993,L0556,Email,2026-05-12,Opened
A02994,L0582,Email,2026-05-12,Bounced
A02995,L0601,Email,2026-05-12,Opened
A02996,L0671,Website Visit,2026-05-12,Services Page
A02997,L0702,Email,2026-05-12,No Response
A02998,L0704,Call,2026-05-12,Voicemail
A02999,L0711,Call,2026-05-12,Callback Requested
A03000,L0745,Meeting,2026-05-12,Completed
A03001,L0777,Website Visit,2026-05-12,Services Page
A03002,L0780,Call,2026-05-12,Connected
A03003,L0780,Email,2026-05-12,Opened
A03004,L0799,Call,2026-05-12,Connected
A03005,L0811,Meeting,2026-05-12,Completed
A03006,L0824,Call,2026-05-12,No Answer
A03007,L0848,Website Visit,2026-05-12,Case Study
A03008,L0859,Call,2026-05-12,No Answer
A03009,L0885,Website Visit,2026-05-12,Contact Page
A03010,L0905,Email,2026-05-12,Replied
A03011,L0913,Website Visit,2026-05-12,Services Page
A03012,L0285,Website Visit,2026-05-13,Services Page
A03013,L0293,Call,2026-05-13,Connected
A03014,L0304,Website Visit,2026-05-13,Services Page
A03015,L0312,Email,2026-05-13,No Response
A03016,L0342,Call,2026-05-13,No Answer
A03017,L0349,Website Visit,2026-05-13,Services Page
A03018,L0353,Website Visit,2026-05-13,Contact Page
A03019,L0370,Call,2026-05-13,No Answer
A03020,L0432,Call,2026-05-13,Connected
A03021,L0467,Call,2026-05-13,Not Interested
A03022,L0493,Website Visit,2026-05-13,Case Study
A03023,L0506,Meeting,2026-05-13,Rescheduled
A03024,L0537,Call,2026-05-13,Connected
A03025,L0541,Call,2026-05-13,Connected
A03026,L0577,Website Visit,2026-05-13,Services Page
A03027,L0622,Email,2026-05-13,Replied
A03028,L0626,Meeting,2026-05-13,Completed
A03029,L0647,Website Visit,2026-05-13,Services Page
A03030,L0665,Call,2026-05-13,Connected
A03031,L0667,Email,2026-05-13,Opened
A03032,L0678,Website Visit,2026-05-13,Services Page
A03033,L0688,Email,2026-05-13,Replied
A03034,L0707,Email,2026-05-13,No Response
A03035,L0726,Website Visit,2026-05-13,Contact Page
A03036,L0747,Email,2026-05-13,No Response
A03037,L0748,Call,2026-05-13,No Answer
A03038,L0749,Meeting,2026-05-13,Completed
A03039,L0756,Call,2026-05-13,Connected
A03040,L0778,Email,2026-05-13,Opened
A03041,L0802,Call,2026-05-13,Connected
A03042,L0849,Website Visit,2026-05-13,Services Page
A03043,L0899,Website Visit,2026-05-13,Pricing Page
A03044,L0908,Website Visit,2026-05-13,Contact Page
A03045,L0915,Call,2026-05-13,No Answer
A03046,L0289,Email,2026-05-14,No Response
A03047,L0312,Website Visit,2026-05-14,Blog
A03048,L0315,Email,2026-05-14,Replied
A03049,L0316,Website Visit,2026-05-14,Blog
A03050,L0318,Call,2026-05-14,Callback Requested
A03051,L0340,Email,2026-05-14,No Response
A03052,L0342,Email,2026-05-14,Replied
A03053,L0382,Website Visit,2026-05-14,Blog
A03054,L0386,Call,2026-05-14,Connected
A03055,L0432,Meeting,2026-05-14,Completed
A03056,L0437,Meeting,2026-05-14,Completed
A03057,L0448,Website Visit,2026-05-14,Services Page
A03058,L0450,Call,2026-05-14,Voicemail
A03059,L0480,Call,2026-05-14,Connected
A03060,L0499,Website Visit,2026-05-14,Blog
A03061,L0511,Call,2026-05-14,Connected
A03062,L0532,Email,2026-05-14,Opened
A03063,L0554,Call,2026-05-14,No Answer
A03064,L0585,Email,2026-05-14,Opened
A03065,L0592,Call,2026-05-14,Callback Requested
A03066,L0609,Email,2026-05-14,No Response
A03067,L0665,Email,2026-05-14,Opened
A03068,L0674,Call,2026-05-14,Connected
A03069,L0688,Email,2026-05-14,Replied
A03070,L0690,Website Visit,2026-05-14,Blog
A03071,L0696,Call,2026-05-14,No Answer
A03072,L0698,Website Visit,2026-05-14,Services Page
A03073,L0701,Call,2026-05-14,Connected
A03074,L0778,Call,2026-05-14,Connected
A03075,L0780,Meeting,2026-05-14,No Show
A03076,L0793,Email,2026-05-14,No Response
A03077,L0793,Website Visit,2026-05-14,Blog
A03078,L0813,Email,2026-05-14,Opened
A03079,L0823,Website Visit,2026-05-14,Case Study
A03080,L0843,Website Visit,2026-05-14,Blog
A03081,L0848,Website Visit,2026-05-14,Case Study
A03082,L0860,Call,2026-05-14,No Answer
A03083,L0861,Meeting,2026-05-14,Completed
A03084,L0862,Email,2026-05-14,No Response
A03085,L0885,Website Visit,2026-05-14,Pricing Page
A03086,L0889,Email,2026-05-14,No Response
A03087,L0900,Call,2026-05-14,Connected
A03088,L0901,Email,2026-05-14,Replied
A03089,L0926,Call,2026-05-14,Voicemail
A03090,L0934,Website Visit,2026-05-14,Contact Page
A03091,L0286,Email,2026-05-15,Replied
A03092,L0303,Email,2026-05-15,No Response
A03093,L0312,Meeting,2026-05-15,No Show
A03094,L0316,Meeting,2026-05-15,Completed
A03095,L0316,Website Visit,2026-05-15,Services Page
A03096,L0317,Website Visit,2026-05-15,Blog
A03097,L0319,Website Visit,2026-05-15,Contact Page
A03098,L0328,Email,2026-05-15,Replied
A03099,L0331,Website Visit,2026-05-15,Contact Page
A03100,L0334,Call,2026-05-15,Callback Requested
A03101,L0340,Email,2026-05-15,Replied
A03102,L0375,Call,2026-05-15,No Answer
A03103,L0387,Call,2026-05-15,Connected
A03104,L0399,Website Visit,2026-05-15,Services Page
A03105,L0400,Email,2026-05-15,Replied
A03106,L0437,Meeting,2026-05-15,Completed
A03107,L0459,Email,2026-05-15,Opened
A03108,L0503,Call,2026-05-15,Connected
A03109,L0516,Website Visit,2026-05-15,Blog
A03110,L0553,Website Visit,2026-05-15,Contact Page
A03111,L0562,Website Visit,2026-05-15,Pricing Page
A03112,L0609,Email,2026-05-15,No Response
A03113,L0613,Call,2026-05-15,Voicemail
A03114,L0623,Email,2026-05-15,Replied
A03115,L0641,Email,2026-05-15,No Response
A03116,L0646,Website Visit,2026-05-15,Blog
A03117,L0662,Email,2026-05-15,Opened
A03118,L0683,Email,2026-05-15,No Response
A03119,L0726,Meeting,2026-05-15,Completed
A03120,L0732,Call,2026-05-15,No Answer
A03121,L0741,Call,2026-05-15,Callback Requested
A03122,L0775,Email,2026-05-15,Opened
A03123,L0782,Website Visit,2026-05-15,Case Study
A03124,L0800,Website Visit,2026-05-15,Pricing Page
A03125,L0811,Email,2026-05-15,No Response
A03126,L0852,Call,2026-05-15,No Answer
A03127,L0859,Website Visit,2026-05-15,Case Study
A03128,L0915,Website Visit,2026-05-15,Blog
A03129,L0941,Website Visit,2026-05-15,Blog
A03130,L0942,Call,2026-05-15,Connected
A03131,L0945,Call,2026-05-15,Connected
A03132,L0304,Call,2026-05-16,Callback Requested
A03133,L0320,Website Visit,2026-05-16,Services Page
A03134,L0360,Call,2026-05-16,Callback Requested
A03135,L0368,Email,2026-05-16,Replied
A03136,L0370,Website Visit,2026-05-16,Services Page
A03137,L0375,Website Visit,2026-05-16,Blog
A03138,L0379,Call,2026-05-16,Connected
A03139,L0391,Call,2026-05-16,Callback Requested
A03140,L0412,Call,2026-05-16,No Answer
A03141,L0421,Website Visit,2026-05-16,Pricing Page
A03142,L0436,Website Visit,2026-05-16,Contact Page
A03143,L0460,Email,2026-05-16,Replied
A03144,L0466,Call,2026-05-16,Connected
A03145,L0480,Website Visit,2026-05-16,Pricing Page
A03146,L0498,Call,2026-05-16,Voicemail
A03147,L0511,Email,2026-05-16,Opened
A03148,L0525,Email,2026-05-16,No Response
A03149,L0556,Email,2026-05-16,No Response
A03150,L0566,Email,2026-05-16,Replied
A03151,L0566,Email,2026-05-16,No Response
A03152,L0569,Website Visit,2026-05-16,Blog
A03153,L0574,Meeting,2026-05-16,Completed
A03154,L0577,Meeting,2026-05-16,Completed
A03155,L0590,Website Visit,2026-05-16,Case Study
A03156,L0600,Call,2026-05-16,Callback Requested
A03157,L0628,Website Visit,2026-05-16,Pricing Page
A03158,L0647,Call,2026-05-16,Voicemail
A03159,L0678,Website Visit,2026-05-16,Case Study
A03160,L0691,Call,2026-05-16,Callback Requested
A03161,L0705,Website Visit,2026-05-16,Case Study
A03162,L0709,Meeting,2026-05-16,Completed
A03163,L0716,Email,2026-05-16,Opened
A03164,L0717,Website Visit,2026-05-16,Pricing Page
A03165,L0731,Website Visit,2026-05-16,Case Study
A03166,L0740,Email,2026-05-16,Replied
A03167,L0795,Call,2026-05-16,Connected
A03168,L0799,Email,2026-05-16,Opened
A03169,L0840,Website Visit,2026-05-16,Contact Page
A03170,L0850,Call,2026-05-16,Voicemail
A03171,L0857,Website Visit,2026-05-16,Pricing Page
A03172,L0889,Website Visit,2026-05-16,Pricing Page
A03173,L0901,Call,2026-05-16,Voicemail
A03174,L0928,Call,2026-05-16,No Answer
A03175,L0934,Call,2026-05-16,Connected
A03176,L0937,Website Visit,2026-05-16,Contact Page
A03177,L0965,Email,2026-05-16,Replied
A03178,L0312,Website Visit,2026-05-17,Services Page
A03179,L0314,Call,2026-05-17,Callback Requested
A03180,L0354,Website Visit,2026-05-17,Services Page
A03181,L0362,Call,2026-05-17,No Answer
A03182,L0373,Call,2026-05-17,Connected
A03183,L0373,Email,2026-05-17,Replied
A03184,L0375,Email,2026-05-17,No Response
A03185,L0384,Website Visit,2026-05-17,Contact Page
A03186,L0390,Email,2026-05-17,Opened
A03187,L0401,Email,2026-05-17,No Response
A03188,L0428,Call,2026-05-17,Connected
A03189,L0474,Email,2026-05-17,Opened
A03190,L0477,Call,2026-05-17,Voicemail
A03191,L0480,Email,2026-05-17,No Response
A03192,L0523,Call,2026-05-17,Connected
A03193,L0542,Email,2026-05-17,Bounced
A03194,L0556,Website Visit,2026-05-17,Services Page
A03195,L0566,Call,2026-05-17,No Answer
A03196,L0574,Email,2026-05-17,No Response
A03197,L0593,Call,2026-05-17,No Answer
A03198,L0602,Website Visit,2026-05-17,Services Page
A03199,L0610,Website Visit,2026-05-17,Services Page
A03200,L0616,Meeting,2026-05-17,Completed
A03201,L0626,Website Visit,2026-05-17,Contact Page
A03202,L0641,Email,2026-05-17,Opened
A03203,L0678,Call,2026-05-17,Connected
A03204,L0715,Meeting,2026-05-17,Completed
A03205,L0739,Email,2026-05-17,No Response
A03206,L0745,Call,2026-05-17,Voicemail
A03207,L0745,Call,2026-05-17,No Answer
A03208,L0755,Website Visit,2026-05-17,Blog
A03209,L0814,Meeting,2026-05-17,Completed
A03210,L0818,Website Visit,2026-05-17,Services Page
A03211,L0821,Website Visit,2026-05-17,Case Study
A03212,L0846,Call,2026-05-17,No Answer
A03213,L0871,Meeting,2026-05-17,Completed
A03214,L0880,Call,2026-05-17,Callback Requested
A03215,L0889,Website Visit,2026-05-17,Contact Page
A03216,L0895,Website Visit,2026-05-17,Case Study
A03217,L0919,Call,2026-05-17,No Answer
A03218,L0934,Email,2026-05-17,No Response
A03219,L0954,Meeting,2026-05-17,Completed
A03220,L0301,Email,2026-05-18,Opened
A03221,L0321,Call,2026-05-18,Connected
A03222,L0328,Email,2026-05-18,Opened
A03223,L0335,Meeting,2026-05-18,Completed
A03224,L0341,Website Visit,2026-05-18,Pricing Page
A03225,L0364,Call,2026-05-18,Connected
A03226,L0386,Email,2026-05-18,Replied
A03227,L0413,Email,2026-05-18,No Response
A03228,L0420,Email,2026-05-18,Bounced
A03229,L0433,Call,2026-05-18,No Answer
A03230,L0465,Website Visit,2026-05-18,Contact Page
A03231,L0472,Meeting,2026-05-18,Completed
A03232,L0494,Website Visit,2026-05-18,Pricing Page
A03233,L0513,Website Visit,2026-05-18,Contact Page
A03234,L0536,Call,2026-05-18,No Answer
A03235,L0557,Call,2026-05-18,Connected
A03236,L0565,Website Visit,2026-05-18,Case Study
A03237,L0569,Email,2026-05-18,Opened
A03238,L0611,Call,2026-05-18,Connected
A03239,L0627,Website Visit,2026-05-18,Case Study
A03240,L0654,Website Visit,2026-05-18,Case Study
A03241,L0656,Website Visit,2026-05-18,Services Page
A03242,L0671,Website Visit,2026-05-18,Case Study
A03243,L0673,Call,2026-05-18,Callback Requested
A03244,L0688,Website Visit,2026-05-18,Contact Page
A03245,L0702,Email,2026-05-18,No Response
A03246,L0711,Website Visit,2026-05-18,Blog
A03247,L0732,Call,2026-05-18,Voicemail
A03248,L0752,Email,2026-05-18,Replied
A03249,L0771,Meeting,2026-05-18,Completed
A03250,L0814,Website Visit,2026-05-18,Blog
A03251,L0862,Call,2026-05-18,Connected
A03252,L0889,Email,2026-05-18,No Response
A03253,L0911,Website Visit,2026-05-18,Blog
A03254,L0913,Call,2026-05-18,Connected
A03255,L0923,Email,2026-05-18,Bounced
A03256,L0974,Website Visit,2026-05-18,Blog
A03257,L0312,Email,2026-05-19,Opened
A03258,L0319,Email,2026-05-19,No Response
A03259,L0320,Call,2026-05-19,Voicemail
A03260,L0322,Call,2026-05-19,Callback Requested
A03261,L0349,Call,2026-05-19,Connected
A03262,L0367,Website Visit,2026-05-19,Blog
A03263,L0377,Email,2026-05-19,Opened
A03264,L0382,Call,2026-05-19,Voicemail
A03265,L0393,Website Visit,2026-05-19,Services Page
A03266,L0428,Email,2026-05-19,Opened
A03267,L0459,Call,2026-05-19,No Answer
A03268,L0544,Website Visit,2026-05-19,Case Study
A03269,L0576,Email,2026-05-19,Opened
A03270,L0590,Website Visit,2026-05-19,Services Page
A03271,L0610,Website Visit,2026-05-19,Contact Page
A03272,L0611,Call,2026-05-19,Callback Requested
A03273,L0611,Email,2026-05-19,Replied
A03274,L0637,Call,2026-05-19,Not Interested
A03275,L0695,Call,2026-05-19,Connected
A03276,L0742,Website Visit,2026-05-19,Case Study
A03277,L0765,Meeting,2026-05-19,Completed
A03278,L0846,Website Visit,2026-05-19,Case Study
A03279,L0858,Call,2026-05-19,No Answer
A03280,L0860,Website Visit,2026-05-19,Services Page
A03281,L0861,Email,2026-05-19,Opened
A03282,L0902,Meeting,2026-05-19,Completed
A03283,L0954,Email,2026-05-19,Bounced
A03284,L0955,Email,2026-05-19,No Response
A03285,L0988,Website Visit,2026-05-19,Contact Page
A03286,L0323,Email,2026-05-20,Replied
A03287,L0373,Email,2026-05-20,Opened
A03288,L0384,Email,2026-05-20,Replied
A03289,L0394,Email,2026-05-20,Opened
A03290,L0399,Website Visit,2026-05-20,Blog
A03291,L0405,Website Visit,2026-05-20,Blog
A03292,L0414,Website Visit,2026-05-20,Pricing Page
A03293,L0443,Call,2026-05-20,Callback Requested
A03294,L0453,Email,2026-05-20,Replied
A03295,L0473,Email,2026-05-20,No Response
A03296,L0477,Call,2026-05-20,Connected
A03297,L0478,Call,2026-05-20,Connected
A03298,L0483,Website Visit,2026-05-20,Services Page
A03299,L0497,Call,2026-05-20,Connected
A03300,L0520,Call,2026-05-20,Not Interested
A03301,L0543,Website Visit,2026-05-20,Case Study
A03302,L0556,Call,2026-05-20,Voicemail
A03303,L0557,Email,2026-05-20,No Response
A03304,L0557,Meeting,2026-05-20,Completed
A03305,L0561,Website Visit,2026-05-20,Blog
A03306,L0570,Email,2026-05-20,No Response
A03307,L0574,Meeting,2026-05-20,Completed
A03308,L0609,Call,2026-05-20,No Answer
A03309,L0616,Website Visit,2026-05-20,Blog
A03310,L0619,Website Visit,2026-05-20,Pricing Page
A03311,L0647,Call,2026-05-20,Connected
A03312,L0654,Meeting,2026-05-20,Completed
A03313,L0658,Email,2026-05-20,No Response
A03314,L0715,Call,2026-05-20,Callback Requested
A03315,L0719,Call,2026-05-20,No Answer
A03316,L0725,Call,2026-05-20,Callback Requested
A03317,L0727,Website Visit,2026-05-20,Pricing Page
A03318,L0739,Website Visit,2026-05-20,Services Page
A03319,L0763,Website Visit,2026-05-20,Services Page
A03320,L0826,Email,2026-05-20,Opened
A03321,L0846,Call,2026-05-20,Callback Requested
A03322,L0851,Call,2026-05-20,No Answer
A03323,L0860,Meeting,2026-05-20,Completed
A03324,L0885,Call,2026-05-20,Connected
A03325,L0894,Website Visit,2026-05-20,Case Study
A03326,L0923,Email,2026-05-20,No Response
A03327,L0962,Website Visit,2026-05-20,Services Page
A03328,L0983,Email,2026-05-20,Replied
A03329,L0342,Website Visit,2026-05-21,Services Page
A03330,L0363,Email,2026-05-21,Replied
A03331,L0364,Email,2026-05-21,Opened
A03332,L0400,Call,2026-05-21,No Answer
A03333,L0404,Website Visit,2026-05-21,Blog
A03334,L0409,Call,2026-05-21,Connected
A03335,L0426,Call,2026-05-21,Voicemail
A03336,L0449,Website Visit,2026-05-21,Pricing Page
A03337,L0501,Email,2026-05-21,No Response
A03338,L0517,Email,2026-05-21,Replied
A03339,L0544,Email,2026-05-21,Opened
A03340,L0557,Email,2026-05-21,No Response
A03341,L0559,Email,2026-05-21,Bounced
A03342,L0560,Call,2026-05-21,Not Interested
A03343,L0598,Call,2026-05-21,Callback Requested
A03344,L0626,Email,2026-05-21,Opened
A03345,L0681,Call,2026-05-21,Callback Requested
A03346,L0683,Website Visit,2026-05-21,Pricing Page
A03347,L0692,Email,2026-05-21,Opened
A03348,L0704,Call,2026-05-21,Not Interested
A03349,L0730,Website Visit,2026-05-21,Services Page
A03350,L0771,Meeting,2026-05-21,Rescheduled
A03351,L0811,Website Visit,2026-05-21,Contact Page
