Lead_ID,Company_Name,Industry,Company_Size,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Lead_Created_Date,Lead_Stage,Follow_Up_Status,Next_Follow_Up_Date,Sales_Rep_ID,Deal_Value,Conversion
L0716,Umbra Industries, Logistics,1-50,Mumbai,Referral,Cloud Services,2.1,2026-04-13,Qualified,Not Interested,,SR02,,No
L0717,Sagar Payments,FinTech,1-50,New Delhi,Events,Cybersecurity,11.6,2026-04-13,New,Follow-up Required,2026-09-26,SR05,,No
L0718,Sapphire Mart,Retail,201-500,Jaipur,LinkedIn,Software Development,93.0,2026-04-13,Contacted,Waiting for Response,2026-10-07,SR03,,No
L0719,Astra Apps,SaaS,1000+,Bengaluru,Cold Calling,Digital Transformation,2402.1,2026-04-14,Contacted,Waiting for Response,2026-09-20,SR08,,No
L0720,Wisp Pvt Ltd,Retail,201-500,Pune,Cold Calling,Digital Transformation,129.2,2026-04-14,New,Follow-up Required,2026-10-08,SR06,,No
L0721,Garuda Ventures,Healthcare,501-1000,Hyderabad,cold calling,Digital Transformation,319.6,2026-04-14,New,Follow-up Required,2026-09-16,SR08,,No
L0722,Meridian Components,Manufacturing,1-50,Bengaluru,Email Campaign,Digital Transformation,,2026-04-14,Contacted,Follow-up Required,2026-10-08,SR08,,No
L0723,Aryan Ventures,E-commerce,501-1000,Chennai,Events,Software Development,547.7,2026-04-14,Meeting,Not Interested,,SR04,,No
L0724,Ridge Group,FinTech,1-50,Delhi,Website,Cybersecurity,2.4,2026-04-15,Contacted,Contacted,2026-09-03,SR03,,No
L0725,Lotus Industries,Healthcare,201-500,Ahmedabad,LinkedIn,Digital Transformation,121.2,2026-04-15,Contacted,Contacted,2026-08-30,SR06,,No
L0726,Jolt Labs,Manufacturing,201-500,Bengaluru,Google Search,Software Development,200.0,2026-04-15,Won,Closed,,SR04,1175000.0,Yes
L0727,Prana Health,Healthcare,51-200,Mumbai,Referral,Cybersecurity,38.1,2026-04-15,Proposal,Waiting for Response,2026-09-29,SR02,585000.0,No
L0728,Lakshya Softech,FinTech,201-500,Mumbai,LinkedIn,Cybersecurity,,2026-04-15,Qualified,Waiting for Response,2026-09-29,SR02,,No
L0729,Neptune Softech,SaaS,1-50,Mumbai,cold calling,Digital Transformation,13.8,2026-04-15,New,Follow-up Required,2026-10-08,SR06,,No
L0730,Alpine Manufacturing,Manufacturing,51-200,Delhi,Email Campaign,Digital Transformation,31.7,2026-04-15,Contacted,Waiting for Response,2026-10-03,SR05,,No
L0731,Wisp Industries,Logistics,201-500,Mumbai,LinkedIn,Cybersecurity,173.3,2026-04-15,Qualified,Follow-up Required,2026-09-28,SR02,,No
L0732,Ekam Solutions,E-commerce,1000+,Bengaluru,Cold Calling,Software Development,1230.6,2026-04-15,Qualified,Contacted,2026-09-19,SR08,,No
L0733,Banyan Global,E-commerce,1-50,Hyderabad,Website,Cloud Services,5.4,2026-04-15,Contacted,Not Interested,,SR04,,No
L0734,Garuda Solutions,SaaS,201-500,Bengaluru,Cold Calling,Cloud Services,134.6,2026-04-15,New,Follow-up Required,2026-09-26,SR04,,No
L0735,Relay Group,SaaS,201-500,Bengaluru,Email Campaign,Cybersecurity,194.4,2026-04-16,Contacted,Waiting for Response,2026-09-21,SR07,,No
L0736,Ridge Stores,Retail,201-500,Chennai,Cold Calling,Digital Transformation,155.1,2026-04-16,New,Follow-up Required,2026-10-02,SR08,,No
L0737,Lumina Stores ,Retail,1-50,Delhi,LinkedIn,Cloud Services,13.8,2026-04-16,New,Follow-up Required,2026-09-19,SR03,,No
L0738,Dhruv Enterprises,FinTech,1-50,Delhi,Cold Calling,Cybersecurity,,2026-04-16,Contacted,Waiting for Response,2026-10-09,SR03,,No
L0739,Aryan Networks,Retail,1-50,Bengaluru,Referral,Digital Transformation,8.7,2026-04-16,Meeting,Follow-up Required,2026-09-21,SR07,,No
L0740,Uday Freight,Logistics,51-200,Mumbai,Events,Software Development,25.6,2026-04-16,Qualified,Contacted,2026-09-22,SR06,,No
L0741,Willow Global,Retail,51-200,Bengaluru,Referral,Software Development,38.2,2026-04-16,Qualified,Waiting for Response,2026-09-30,SR04,,No
L0742,Jade Softech, FinTech,1000+,Hyderabad,Cold Calling,Cybersecurity,1994.6,16/04/2026,New,Follow-up Required,2026-09-22,SR07,,No
L0743,Himalaya Industries,Healthcare,501-1000,Pune,LinkedIn,Cloud Services,436.5,2026-04-16,Qualified,Follow-up Required,2026-09-25,SR02,,No
L0744,Thrive Capital Tech,FinTech,1-50,Hyderabad,LinkedIn,Cloud Services,2.1,2026-04-16,Contacted,Follow-up Required,2026-09-08,SR04,,No
L0745,Jade Ventures,E-commerce,1000+,Bengaluru,Cold Calling,DevOps,1803.3,2026-04-16,Proposal,Not Interested,,SR04,1850000.0,No
L0746,Evergreen Technologies,FinTech,201-500,Pune,Website,Cybersecurity,,16/04/2026,Contacted,Waiting for Response,2026-09-20,SR02,,No
L0747,Lotus Care Systems,Healthcare,51-200,Hyderabad,LinkedIn,Cybersecurity,34.4,2026-04-16,Qualified,Waiting for Response,2026-09-30,SR08,,No
L0748,Relay Supply Chain,Logistics,1000+,Bengaluru,Cold Calling,Software Development,1735.9,2026-04-17,Contacted,Contacted,2026-10-09,SR04,,No
L0749,Himalaya Softech,Healthcare,1-50,Delhi,LinkedIn,Cloud Services,4.0,2026-04-17,Meeting,Waiting for Response,2026-09-22,SR03,,No
L0750,Prism Supply Chain,Logistics,201-500,Pune,LinkedIn,Software Development,99.8,2026-04-17,Proposal,Not Interested,,SR02,665000.0,No
L0751,Falcon Cloudware,SaaS,1-50,Delhi,Events,Cloud Services,12.2,2026-04-17,Contacted,Waiting for Response,2026-09-23,SR01,,No
L0752,Mantra Global,e-commerce,501-1000,Delhi,LinkedIn,DevOps,183.8,2026-04-17,Contacted,Contacted,2026-10-03,SR05,,No
L0753,Bharat Labs,FinTech,51-200,Chennai,LinkedIn,Cloud Services,49.7,2026-04-17,New,Follow-up Required,2026-09-21,SR08,,No
L0754,Bolt Knowledge,Education,201-500,Delhi,LinkedIn,Cloud Services,,2026-04-17,New,Follow-up Required,2026-09-19,SR10,,No
L0755,Thrive Industries,SaaS,201-500,Ahmedabad,Events,Software Development,157.5,2026-04-17,Meeting,Contacted,2026-09-04,SR06,,No
L0756,Yonder Enterprises,Education,201-500,Bengaluru,Cold Calling,Cloud Services,127.7,2026-04-18,Contacted,Waiting for Response,2026-09-30,SR04,,No
L0757,Delta Group,Retail,51-200,Bengaluru,Cold Calling,Cloud Services,53.3,2026-04-18,Contacted,Not Interested,,SR07,,No
L0758,Titan Pvt Ltd,FinTech,501-1000,Hyderabad,EMAIL CAMPAIGN,Cloud Services,370.2,2026-04-18,Proposal,Waiting for Response,2026-09-30,SR08,1615000.0,No
L0759,Sagar Supply Chain,Logistics,201-500,Mumbai,Google Search,Digital Transformation,174.8,2026-04-18,New,Follow-up Required,2026-09-20,SR06,,No
L0760,Ishaan Wealth Tech,FinTech,201-500,Ahmedabad,Referral,Cloud Services,94.0,2026-04-18,Qualified,Meeting Scheduled,2026-09-23,SR09,,No
L0761,Ember Industrial,manufacturing,51-200,Bengaluru,Cold Calling,Software Development,26.4,2026-04-18,New,Follow-up Required,2026-09-17,SR07,,No
L0762,Zest Logistics,Logistics,1000+,Hyderabad,Referral,Cloud Services,1485.0,2026-04-18,Meeting,Not Interested,,SR07,,No
L0763,Drift Enterprises,Retail,201-500,Mumbai,LinkedIn,Digital Transformation,121.4,18/04/2026,Qualified,Waiting for Response,2026-09-28,SR02,,No
L0764,Meridian Networks,SaaS,51-200,Bengaluru,Website,Software Development,30.6,2026-04-19,Contacted,Follow-up Required,2026-09-07,SR04,,No
L0765,Yash Softech,SaaS,51-200,Chennai,Referral,Cybersecurity,29.5,2026-04-19,Proposal,Closed,,SR04,370000.0,No
L0766,Ekam Finserv,FinTech,1-50,Bengaluru,Cold Calling,Cybersecurity,4.9,2026-04-19,Contacted,Waiting for Response,2026-09-19,SR04,,No
L0767,Relay Labs,FinTech,201-500,Bengaluru,Events,Cybersecurity,70.0,2026-04-19,Qualified,Waiting for Response,2026-09-20,SR07,,No
L0768,Uday Softech,FinTech,1-50,Mumbai,LinkedIn,Cybersecurity,11.0,2026-04-19,Proposal,Closed,,SR02,365000.0,No
L0769,Jolt Freight,Logistics,1000+,Gurgaon,LinkedIn,Software Development,2733.2,2026-04-19,Meeting,Waiting for Response,2026-09-19,SR05,,No
L0770,Kaveri Group,E-commerce,1-50,Gurgaon,Email Campaign,Cloud Services,9.5,2026-04-19,New,Follow-up Required,2026-10-05,SR10,,No
L0771,Solace Technologies,SaaS,1-50,Jaipur ,Referral,Cybersecurity,11.7,2026-04-19,Proposal,Closed,,SR05,290000.0,No
L0772,Aryan EdTech,Education,201-500,Gurgaon,Cold Calling,Software Development,46.3,2026-04-19,Contacted,Follow-up Required,2026-10-06,SR05,,No
L0773,Willow Softech,FinTech,1-50,Bengaluru,Referral,Digital Transformation,5.7,2026-04-19,Qualified,Waiting for Response,2026-09-23,SR08,,No
L0774,Ekam Ventures,FinTech,1-50,Delhi,cold calling,Cloud Services,11.8,2026-04-20,Qualified,Waiting for Response,2026-10-01,SR05,,No
L0775,Gravity Global,Retail,201-500,Delhi,Referral,DevOps,48.4,2026-04-20,Proposal,Not Interested,,SR05,560000.0,No
L0776,Mantra Ventures,Retail,201-500,Mumbai,Cold Calling,Software Development,63.7,2026-04-20,Contacted,Contacted,2026-09-24,SR06,,No
L0777,Onyx Technologies,SaaS,201-500,Jaipur ,Cold Calling,Cloud Services,42.0,2026-04-20,Meeting,Meeting Scheduled,2026-10-02,SR03,,No
L0778,Loop Softech,Healthcare,1-50,Mumbai,Cold Calling,Cybersecurity,3.2,2026-04-20,Contacted,Follow-up Required,2026-09-20,SR06,,No
L0779,Chakra Enterprises,FinTech,1-50,Gurgaon,Website,Cloud Services,7.6,2026-04-20,Qualified,Contacted,2026-09-28,SR05,,No
L0780,Pinnacle Industries,Manufacturing,1000+,Delhi,Referral,DevOps,1934.3,2026-04-20,Won,Closed,,SR10,1380000.0,Yes
L0781,Jade Labs,Healthcare,51-200,Hyderabad,Email Campaign,Software Development,42.9,2026-04-20,Qualified,Waiting for Response,2026-09-23,SR04,,No
L0782,Wisp Wealth Tech,FinTech,51-200,Bengaluru,Referral,Cybersecurity,49.0,2026-04-21,Meeting,Not Interested,,SR08,,No
L0783,Falcon Health,Healthcare,1-50,Delhi,google search,Cybersecurity,4.0,2026-04-21,Qualified,Waiting for Response,2026-09-22,SR03,,No
L0784,Quantum Enterprises,E-commerce,51-200,Chennai,Cold Calling,Software Development,57.2,2026-04-21,Contacted,Follow-up Required,2026-09-25,SR07,,No
L0785,Nexora Pvt Ltd,E-commerce,501-1000,Hyderabad,Cold Calling,Digital Transformation,442.7,2026-04-21,Proposal,Not Interested,,SR07,1205000.0,No
L0786,Apex Diagnostics,Healthcare,51-200,Mumbai,Referral,Cybersecurity,29.6,2026-04-21,Contacted,Contacted,2026-09-27,SR09,,No
L0787,Narmada Ventures,SaaS ,1-50,Bengaluru,Email Campaign,Cloud Services,6.7,2026-04-21,Meeting,Meeting Scheduled,2026-09-24,SR04,,No
L0788,Bharat EdTech,Education,201-500,Bengaluru,Email Campaign,Cloud Services,,2026-04-21,Qualified,Waiting for Response,2026-10-09,SR07,,No
L0789,Novus Cargo,Logistics,501-1000,Hyderabad ,Email Campaign,Cloud Services,,2026-04-21,Contacted,Follow-up Required,2026-09-25,SR08,,No
L0790,Dhruv Global,Logistics,51-200,Bengaluru,LinkedIn,Software Development,32.5,2026-04-21,Qualified,Waiting for Response,2026-09-21,SR07,,No
L0791,Bharat Wealth Tech,FinTech,201-500,Bengaluru,Cold Calling,Digital Transformation,103.3,2026-04-22,Contacted,Contacted,2026-10-04,SR04,,No
L0792,Kinetic Global,Healthcare,51-200,Delhi,Events,Cloud Services,29.0,2026-04-22,Qualified,Meeting Scheduled,2026-10-03,SR03,,No
L0793,Uday Systems,Healthcare,201-500,Ahmedabad,Cold Calling,Software Development,160.2,2026-04-22,Contacted,Follow-up Required,2026-09-21,SR02,,No
L0794,Unity Enterprises,Retail,201-500,,LinkedIn,Cloud Services,197.2,2026-04-22,Contacted,Follow-up Required,2026-09-01,SR01,,No
L0795,Hive Commerce,E-commerce,51-200,Gurgaon,Website,Digital Transformation,29.5,2026-04-22,Contacted,Contacted,2026-10-07,SR01,,No
L0796,Mosaic Retail,Retail,51-200,Delhi,Cold Calling,Digital Transformation,40.4,2026-04-23,Contacted,Follow-up Required,2026-09-17,SR05,,No
L0797,Ekam Cargo,Logistics,201-500,Ahmedabad,LinkedIn,Digital Transformation,91.3,2026-04-23,Qualified,Follow-up Required,2026-10-08,SR06,,No
L0798,Astra Software,SaaS,1-50,Delhi,Email Campaign,Cybersecurity,13.1,2026-04-23,Contacted,Waiting for Response,2026-09-21,SR03,,No
L0799,Evergreen Global,Retail,201-500,New Delhi,Email Campaign,Cloud Services,53.4,2026-04-23,Qualified,Waiting for Response,2026-10-01,SR01,,No
L0800,Zeal Apps,SaaS,201-500,Hyderabad,Email Campaign,Cloud Services,58.7,2026-04-23,Meeting,Waiting for Response,2026-10-04,SR04,,No
L0801,Relay Industries,E-commerce,51-200,Hyderabad,LinkedIn,Cloud Services,47.9,2026-04-23,Won,Closed,,SR04,570000.0,Yes
L0802,Sagar Global,Retail,1000+,Jaipur,LinkedIn,Cybersecurity,2039.0,2026-04-23,Contacted,Contacted,2026-09-29,SR03,,No
L0803,Sagar Industries,FinTech,51-200,Bengaluru,Email Campaign,Software Development,28.5,2026-04-24,New,Follow-up Required,2026-10-09,SR04,,No
L0804,Cobalt Stores,Retail,501-1000,Jaipur,EVENTS,Cloud Services,480.7,2026-04-24,New,Follow-up Required,2026-09-13,SR03,,No
L0805,Prana Networks,Manufacturing,1-50,Pune,Website,Digital Transformation,5.6,2026-04-24,Contacted,Follow-up Required,2026-09-22,SR09,,No
L0806,Evergreen Industries,FinTech,1-50,Delhi,LinkedIn,DevOps,13.0,2026-04-24,Contacted,Waiting for Response,2026-10-10,SR01,,No
L0807,Cobalt Cloudware,SaaS,1-50,Hyderabad,Google Search,Software Development,2.1,2026-04-25,New,Follow-up Required,2026-09-26,SR04,,No
L0808,Prana Industries,Manufacturing,51-200,Delhi,Google Search,Digital Transformation,51.4,2026-04-25,Contacted,Waiting for Response,2026-10-01,SR01,,No
L0809,Wisp Solutions,FinTech,51-200,Chennai,Email Campaign,DevOps,52.3,2026-04-25,Qualified,Waiting for Response,2026-09-22,SR04,,No
L0810,Lumina Industries,E-commerce,1-50,Mumbai,Referral,Digital Transformation,11.2,2026-04-25,New,Follow-up Required,2026-09-26,SR09,,No
L0811,Ekam Enterprises,Manufacturing,1000+,Hyderabad,Events,Digital Transformation,1212.2,2026-04-26,Meeting,Not Interested,,SR08,,No
L0812,Nimbus Online,E-commerce,501-1000,Delhi,Events,Software Development,520.9,2026-04-26,Qualified,Waiting for Response,2026-09-15,SR01,,No
L0813,Unity Solutions ,Healthcare,1-50,Delhi,Referral,Software Development,9.8,2026-04-26,Won,Closed,,SR01,205000.0,Yes
L0814,Delta Networks,Manufacturing,1-50,Chennai,Referral,DevOps,9.9,2026-04-26,Proposal,Waiting for Response,2026-10-02,SR07,180000.0,No
L0815,Zest MedTech,Healthcare,501-1000,Chennai,Google Search,Digital Transformation,173.9,2026-04-26,Contacted,Contacted,2026-09-27,SR04,,No
L0816,Astra Retail,Retail,1000+,Jaipur,Events,Cybersecurity,1514.0,2026-04-26,Proposal,Follow-up Required,2026-09-28,SR05,1830000.0,No
L0817,Astra Cloudware,SaaS,1-50,Gurgaon,Referral,Cloud Services,11.6,2026-04-26,Qualified,Follow-up Required,2026-09-19,SR10,,No
L0818,Banyan Retail Tech,E-commerce,201-500,Mumbai,Cold Calling,Cloud Services,170.1,2026-04-26,Proposal,Not Interested,,SR09,700000.0,No
L0819,Helix Freight,Logistics,1000+,Delhi,LinkedIn,Software Development,1846.1,2026-04-27,New,Follow-up Required,2026-08-30,SR05,,No
L0820,Apex Group,E-commerce,51-200,Hyderabad,Cold Calling,Digital Transformation,30.6,2026-04-27,New,Follow-up Required,2026-10-09,SR07,,No
L0821,Flux Capital Tech,FINTECH,1-50,Chennai,Cold Calling,Cloud Services,6.1,2026-04-27,Qualified,Follow-up Required,2026-09-23,SR07,,No
L0822,Pinnacle Mart,Retail,1-50,Mumbai,email campaign,Digital Transformation,6.8,2026-04-27,New,Follow-up Required,2026-09-22,SR09,,No
L0823,Mosaic Ventures,Healthcare,1-50,Mumbai,Cold Calling,Digital Transformation,4.7,2026-04-27,Contacted,Follow-up Required,2026-09-22,SR06,,No
L0824,Meridian Capital Tech,FinTech,1-50,Bengaluru,EVENTS,Cybersecurity,8.3,2026-04-28,Qualified,Contacted,2026-10-10,SR08,,No
L0825,Lumina Software,SaaS,201-500,Mumbai,Events,Cybersecurity,184.2,2026-04-28,Won,Closed,,SR02,1385000.0,Yes
L0826,Yonder Freight,Logistics,51-200,Chennai,Events,Software Development,13.4,2026-04-28,Proposal,Not Interested,,SR04,450000.0,No
L0827,Yash Stores,Retail,201-500,Hyderabad,Cold Calling,Software Development,59.5,2026-04-28,Contacted,Follow-up Required,2026-09-01,SR07,,No
L0828,Apex Solutions,Education,1000+,Hyderabad,Referral,Cloud Services,2942.0,2026-04-28,Qualified,Follow-up Required,2026-09-17,SR04,,No
L0829,Paragon Systems,FinTech,1-50,Ahmedabad,Email Campaign,Cybersecurity,5.0,2026-04-28,New,Follow-up Required,2026-10-07,SR06,,No
L0830,Prana Industrial,Manufacturing,1-50,Jaipur,Email Campaign,Software Development,13.1,2026-04-28,Qualified,Waiting for Response,2026-10-04,SR03,,No
L0831,Vanguard Networks,SaaS,1000+,Delhi,Website,Digital Transformation,2737.0,2026-04-28,New,Follow-up Required,2026-10-10,SR05,,No
L0832,Zephyr Health,Healthcare,1000+,Jaipur,Referral,Digital Transformation,1546.7,2026-04-28,New,Follow-up Required,2026-10-05,SR03,,No
L0833,Lotus Technologies,E-commerce,501-1000,Bengaluru,Events,Cloud Services,296.1,2026-04-29,Contacted,Waiting for Response,2026-10-05,SR08,,No
L0834,Sapphire Academy Systems,Education,201-500,Pune,Email Campaign,DevOps,186.9,2026-04-29,New,Follow-up Required,2026-09-26,SR06,,No
L0835,Vanguard Solutions,fintech,51-200,Delhi,LinkedIn,Software Development,28.6,2026-04-29,Contacted,Contacted,2026-09-19,SR05,,No
L0836,Summit Industries,Logistics,201-500,Bengaluru,Google Search,DevOps,74.3,2026-04-29,Qualified,Contacted,2026-09-21,SR08,,No
L0837,Drift MedTech,Healthcare,201-500,Noida,Website,Digital Transformation,72.9,2026-04-29,New,Follow-up Required,2026-09-19,SR03,,No
L0838,Flux MedTech,Healthcare,201-500,Noida,Cold Calling,Cybersecurity,118.6,2026-04-29,Contacted,Not Interested,,SR01,,No
L0839,Ishaan Enterprises,Manufacturing,1-50,Gurugram,Cold Calling,Cloud Services,13.4,2026-04-29,Contacted,Contacted,2026-08-30,SR10,,No
L0840,Lumina Global,SaaS,1000+,Mumbai,LinkedIn,Cloud Services,2978.3,2026-04-30,Proposal,Follow-up Required,2026-10-03,SR09,2280000.0,No
L0841,Helix Industries,Education,51-200,Mumbai ,Cold Calling,Cybersecurity,30.2,2026-04-30,Qualified,Not Interested,,SR06,,No
L0842,Quest Solutions,saas,51-200,Delhi,Cold Calling,Cloud Services,15.4,2026-04-30,New,Follow-up Required,2026-09-25,SR10,,No
L0843,Cedar Softech,FinTech,51-200,Hyderabad,Cold Calling,Cloud Services,,2026-04-30,Contacted,Follow-up Required,2026-09-30,SR08,,No
L0844,Ishaan Brands ,Retail,1-50,Bengaluru,LinkedIn,Cybersecurity,,2026-04-30,New,Follow-up Required,2026-09-08,SR07,,No
L0845,Helix Supply Chain,LOGISTICS,1000+,Ahmedabad,Cold Calling,DevOps,1942.8,2026-04-30,New,Follow-up Required,2026-10-07,SR09,,No
L0846,Mantra Logistics,Logistics,201-500,Bengaluru,Cold Calling,Cloud Services,54.3,2026-04-30,Contacted,Waiting for Response,2026-10-08,SR07,,No
L0847,Helix Systems,FinTech,1-50,Bangalore,Cold Calling,Cloud Services,3.7,2026-04-30,Contacted,Waiting for Response,2026-09-19,SR08,,No
L0848,Bluepeak Systems,Manufacturing,201-500,Pune,LinkedIn,Digital Transformation,73.9,2026-04-30,Meeting,Meeting Scheduled,2026-10-03,SR02,,No
L0849,Lakshya Labs,E-commerce,501-1000,Mumbai,Email Campaign,Software Development,423.4,2026-05-01,New,Follow-up Required,2026-09-27,SR02,,No
L0850,Ember Group,SaaS,501-1000,Delhi,Cold Calling,Cloud Services,477.0,2026-05-01,Proposal,Follow-up Required,2026-09-19,SR01,1200000.0,No
L0851,Gravity Networks,Education,51-200,Chennai,Website,Cloud Services,31.2,2026-05-01,Contacted,Follow-up Required,2026-10-01,SR07,,No
L0852,Ishaan Global,Retail,501-1000,Mumbai,Google Search,Cybersecurity,511.0,2026-05-01,Contacted,Waiting for Response,2026-10-05,SR09,,No
L0853,Umbra Technologies,Retail,51-200,Mumbai,email campaign,DevOps,57.4,2026-05-01,Contacted,Follow-up Required,2026-09-19,SR02,,No
L0854,Cedar Global,Retail,51-200,Pune,google search,Cloud Services,56.2,2026-05-01,Proposal,Not Interested,,SR09,780000.0,No
L0855,Echo Apps,SaaS,1-50,Delhi,Email Campaign,Cybersecurity,,2026-05-02,Qualified,Not Interested,,SR01,,No
L0856,Zenith Ventures,Healthcare,201-500,Delhi,Website,Digital Transformation,152.3,2026-05-02,Proposal,Waiting for Response,2026-09-19,SR01,1480000.0,No
L0857,Summit Global,Logistics,1-50,Mumbai,LinkedIn,Software Development,8.8,2026-05-02,Contacted,Contacted,2026-10-07,SR09,,No
L0858,Unity Apps,SaaS,501-1000,Delhi,LinkedIn,Cybersecurity,313.1,2026-05-02,Contacted,Contacted,2026-10-05,SR10,,No
L0859,Neptune Ventures,Manufacturing,201-500,Mumbai,LinkedIn,Digital Transformation,131.9,2026-05-02,Won,Closed,,SR06,1350000.0,Yes
L0860,Alpine Group,SaaS,51-200,Gurgaon,Cold Calling,DevOps,11.3,2026-05-02,Meeting,Follow-up Required,2026-09-19,SR03,,No
L0861,Bharat Ventures,Healthcare,1-50,,LinkedIn,Digital Transformation,3.9,2026-05-02,Won,Closed,,SR10,425000.0,Yes
L0862,Vivid Technologies,SaaS,201-500,Mumbai,LinkedIn,DevOps,104.6,2026-05-02,Qualified,Follow-up Required,2026-09-21,SR09,,No
L0863,Ember Industries,E-commerce,501-1000,Mumbai,Website,Cybersecurity,525.0,2026-05-02,Qualified,Waiting for Response,2026-09-19,SR09,,No
L0864,Bharat Softech,FinTech,1-50,Chennai,Cold Calling,Cloud Services,11.3,2026-05-03,Qualified,Follow-up Required,2026-09-29,SR07,,No
L0865,Kinetic MedTech,HEALTHCARE,51-200,Hyderabad,Cold Calling,Cloud Services,18.0,2026-05-03,Contacted,Waiting for Response,2026-09-19,SR07,,No
L0866,Wisp Ventures,E-commerce,201-500,Mumbai,Email Campaign,Cloud Services,127.4,2026-05-03,Contacted,Follow-up Required,2026-09-20,SR09,,No
L0867,Flux Stores,Retail,1-50,Ahmedabad,Cold Calling,Digital Transformation,11.6,2026-05-03,New,Follow-up Required,2026-09-19,SR06,,No
L0868,Alpine Apps,SaaS,1-50,Bengaluru,Cold Calling,Cybersecurity,13.0,2026-05-03,Meeting,Contacted,2026-09-14,SR04,,No
L0869,Dhruv Softech,Healthcare,201-500,Delhi,referral,Digital Transformation,174.9,2026-05-03,Won,Closed,,SR10,1505000.0,Yes
L0870,Thrive Retail,Retail,51-200,Chennai,LinkedIn,Digital Transformation,11.3,2026-05-03,Qualified,Follow-up Required,2026-10-10,SR07,,No
