Lead_ID,Company_Name,Industry,Company_Size,Size_Order,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Revenue_Imputed,Lead_Created_Date,Lead_Month,Lead_Stage,Stage_Order,Follow_Up_Status,Next_Follow_Up_Date,Follow_Up_Flag,Days_Overdue,Sales_Rep_ID,Deal_Value,Conversion,Deal_Outcome,Website_Visits,Email_Interactions,Calls_Made,Calls_Connected,Meetings,Total_Activities,Last_Contact_Date,Days_Since_Last_Contact,Score_Size,Score_Revenue,Score_Website,Score_Email,Score_Meetings,Score_Service_Fit,Score_Prior_Engagement,Lead_Score,Lead_Category
L0484,Pulse Softech,Healthcare,201-500,3,Mumbai,LinkedIn,Cloud Services,60.5,False,2026-03-13,2026-03,New,1,Follow-up Required,2026-09-25,Upcoming,0.0,SR09,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
L0485,Xenon Care Systems,Healthcare,501-1000,4,Hyderabad,Events,Digital Transformation,195.0,False,2026-03-14,2026-03,Contacted,2,Contacted,2026-09-09,Overdue,10.0,SR08,,No,Open,0,1,2,1,0,3,2026-06-05,106,15,10,0,5,0,10,5,45,Cold
L0486,Yonder Pvt Ltd,Healthcare,1-50,1,Delhi,LinkedIn,Cybersecurity,2.7,False,2026-03-14,2026-03,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,0,0,6,0,0,10,0,16,Cold
L0487,Prana Group,Retail,1000+,5,Delhi,LinkedIn,Digital Transformation,2740.3,False,2026-03-14,2026-03,Won,6,Closed,,No Follow-up Needed,0.0,SR03,2475000,Yes,Won,5,2,3,1,2,14,2026-04-30,142,20,20,10,10,20,10,5,95,Hot
L0488,Xenon Diagnostics,Healthcare,201-500,3,Chennai,Cold Calling,DevOps,40.2,False,2026-03-14,2026-03,New,1,Follow-up Required,2026-09-25,Upcoming,0.0,SR04,,No,Open,2,0,0,0,0,2,,,10,5,6,0,0,4,0,25,Cold
L0489,Echo Pvt Ltd,FinTech,51-200,2,Mumbai,Referral,Cloud Services,47.8,False,2026-03-15,2026-03,New,1,Follow-up Required,2026-09-30,Upcoming,0.0,SR09,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,10,0,23,Cold
L0490,Zenith Solutions,SaaS,1-50,1,Mumbai,Events,DevOps,14.4,False,2026-03-15,2026-03,New,1,Follow-up Required,2026-09-27,Upcoming,0.0,SR09,,No,Open,1,0,0,0,0,1,,,0,5,3,0,0,10,0,18,Cold
L0491,Radiant Systems,FinTech,51-200,2,Pune,Email Campaign,Cloud Services,12.8,False,2026-03-15,2026-03,Qualified,3,Follow-up Required,2026-09-26,Upcoming,0.0,SR06,,No,Open,2,1,1,0,0,4,2026-06-08,103,5,5,6,5,0,10,0,31,Cold
L0492,Kestrel Enterprises,FinTech,1000+,5,Mumbai,Email Campaign,Cybersecurity,2492.8,False,2026-03-16,2026-03,New,1,Follow-up Required,2026-09-20,Upcoming,0.0,SR06,,No,Open,1,0,0,0,0,1,,,20,20,3,0,0,10,0,53,Cold
L0493,Lumina Labs,SaaS,501-1000,4,Mumbai,Email Campaign,DevOps,566.3,False,2026-03-16,2026-03,Contacted,2,Follow-up Required,2026-10-01,Upcoming,0.0,SR06,,No,Open,1,0,1,1,0,3,2026-05-29,113,15,20,3,0,0,10,5,53,Cold
L0494,Loop Enterprises,FinTech,51-200,2,Delhi,Cold Calling,Cloud Services,37.3,False,2026-03-16,2026-03,Meeting,4,Meeting Scheduled,2026-10-01,Upcoming,0.0,SR01,,No,Open,2,0,3,1,1,9,2026-06-09,102,5,5,6,0,12,10,5,43,Cold
L0495,Hive Systems,Logistics,201-500,3,Bengaluru,LinkedIn,Digital Transformation,123.2,False,2026-03-16,2026-03,Proposal,5,Waiting for Response,2026-09-25,Upcoming,0.0,SR07,1035000,No,Open,4,2,2,1,3,11,2026-06-07,104,10,10,10,10,20,10,5,75,Warm
L0496,Narmada Networks,E-commerce,501-1000,4,Mumbai,Website,Cloud Services,282.5,False,2026-03-16,2026-03,New,1,Follow-up Required,2026-09-29,Upcoming,0.0,SR06,,No,Open,0,0,0,0,0,0,,,15,15,0,0,0,10,0,40,Cold
L0497,Yash Industries,Education,51-200,2,Gurgaon,LinkedIn,Software Development,38.9,False,2026-03-16,2026-03,Proposal,5,Closed,,No Follow-up Needed,0.0,SR05,685000,No,Lost,5,3,4,2,2,15,2026-06-13,98,5,5,10,10,20,10,10,70,Warm
L0498,Optima Group,E-commerce,201-500,3,Mumbai,Google Search,Software Development,193.8,False,2026-03-16,2026-03,Meeting,4,Waiting for Response,2026-09-21,Upcoming,0.0,SR06,,No,Open,1,0,2,1,0,6,2026-06-14,97,10,10,3,0,0,10,5,38,Cold
L0499,Hive Enterprises,Logistics,201-500,3,Unknown,Cold Calling,Software Development,154.5,False,2026-03-17,2026-03,Contacted,2,Follow-up Required,2026-10-03,Upcoming,0.0,SR08,,No,Open,2,1,1,1,0,4,2026-04-11,161,10,10,6,5,0,4,5,40,Cold
L0500,Harbor Cloudware,SaaS,51-200,2,Pune,Cold Calling,Cloud Services,30.7,False,2026-03-17,2026-03,New,1,Follow-up Required,2026-09-26,Upcoming,0.0,SR09,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L0501,Harbor Health,Healthcare,51-200,2,Mumbai,Cold Calling,Digital Transformation,53.1,False,2026-03-17,2026-03,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR09,625000,No,Lost,2,2,2,1,2,10,2026-05-29,113,5,10,6,10,20,10,5,66,Warm
L0502,Titan Wealth Tech,FinTech,51-200,2,Chennai,Events,Digital Transformation,56.6,False,2026-03-17,2026-03,Contacted,2,Contacted,2026-09-18,Overdue,1.0,SR04,,No,Open,1,1,1,0,0,3,2026-06-03,108,5,10,3,5,0,4,0,27,Cold
L0503,Drift Logistics,Logistics,51-200,2,Hyderabad,LinkedIn,DevOps,46.8,False,2026-03-18,2026-03,Meeting,4,Meeting Scheduled,2026-09-20,Upcoming,0.0,SR07,,No,Open,2,1,3,2,0,8,2026-06-11,100,5,5,6,5,0,4,10,35,Cold
L0504,Onyx Softech,E-commerce,51-200,2,Hyderabad,Email Campaign,Cloud Services,40.8,False,2026-03-18,2026-03,Contacted,2,Waiting for Response,2026-09-17,Overdue,2.0,SR08,,No,Open,0,0,1,0,0,1,2026-04-17,155,5,5,0,0,0,10,0,20,Cold
L0505,Wavelet Labs,Education,501-1000,4,Noida,Cold Calling,Software Development,165.0,False,2026-03-18,2026-03,Contacted,2,Follow-up Required,2026-10-05,Upcoming,0.0,SR05,,No,Open,2,0,1,1,0,4,2026-06-16,95,15,10,6,0,0,10,5,46,Cold
L0506,Horizon Industries,Manufacturing,1000+,5,Mumbai,Email Campaign,Digital Transformation,2313.6,False,2026-03-18,2026-03,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,1,0,3,2,1,8,2026-06-16,95,20,20,3,0,12,10,10,75,Warm
L0507,Sagar Platforms,SaaS,201-500,3,Gurgaon,Referral,Cloud Services,72.2,False,2026-03-18,2026-03,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR05,,No,Lost,2,0,1,1,0,3,2026-04-28,144,10,10,6,0,0,10,5,41,Cold
L0508,Chakra Learning,Education,51-200,2,Bengaluru,Cold Calling,Digital Transformation,20.0,False,2026-03-18,2026-03,New,1,Follow-up Required,2026-09-29,Upcoming,0.0,SR04,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,10,0,23,Cold
L0509,Glide Softech,E-commerce,1-50,1,Mumbai,Cold Calling,DevOps,4.4,False,2026-03-18,2026-03,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR02,,No,Open,2,0,0,0,0,2,,,0,0,6,0,0,4,0,10,Cold
L0510,Quantum Pvt Ltd,Retail,501-1000,4,Bengaluru,Website,Cybersecurity,381.6,False,2026-03-18,2026-03,Contacted,2,Waiting for Response,2026-10-10,Upcoming,0.0,SR07,,No,Open,0,0,1,1,0,1,2026-05-23,119,15,15,0,0,0,4,5,39,Cold
L0511,Horizon Ventures,Healthcare,1-50,1,Pune,Google Search,Cybersecurity,7.7,False,2026-03-19,2026-03,Qualified,3,Waiting for Response,2026-09-01,Overdue,18.0,SR06,,No,Open,3,1,2,1,0,7,2026-05-16,126,0,0,6,5,0,10,5,26,Cold
L0512,Orbit Knowledge,Education,51-200,2,Delhi,LinkedIn,Digital Transformation,57.9,False,2026-03-19,2026-03,Contacted,2,Contacted,2026-09-27,Upcoming,0.0,SR05,,No,Open,2,1,2,1,0,5,2026-05-27,115,5,10,6,5,0,10,5,41,Cold
L0513,Ishaan Industrial,Manufacturing,201-500,3,Bengaluru,Cold Calling,Cybersecurity,141.1,False,2026-03-19,2026-03,Qualified,3,Meeting Scheduled,2026-09-19,Due Today,0.0,SR07,,No,Open,1,1,2,1,0,5,2026-06-16,95,10,10,3,5,0,4,5,37,Cold
L0514,Yash Labs,FinTech,501-1000,4,Jaipur,Website,Cybersecurity,346.4,False,2026-03-19,2026-03,Meeting,4,Waiting for Response,2026-09-26,Upcoming,0.0,SR05,,No,Open,2,1,3,1,2,8,2026-05-29,113,15,15,6,5,20,10,5,76,Warm
L0515,Optima Global,Manufacturing,51-200,2,Mumbai,Email Campaign,Cybersecurity,41.1,False,2026-03-19,2026-03,Contacted,2,Follow-up Required,2026-10-02,Upcoming,0.0,SR06,,No,Open,1,0,2,0,0,4,2026-06-05,106,5,5,3,0,0,4,0,17,Cold
L0516,Ridge Ventures,Healthcare,501-1000,4,Unknown,Google Search,Software Development,548.4,False,2026-03-20,2026-03,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,3,1,3,1,0,7,2026-06-18,93,15,20,6,5,0,4,5,55,Cold
L0517,Wisp Commerce,E-commerce,51-200,2,Mumbai,LinkedIn,Cloud Services,37.1,False,2026-03-20,2026-03,Qualified,3,Follow-up Required,2026-09-20,Upcoming,0.0,SR02,,No,Open,3,1,2,2,0,6,2026-06-08,103,5,5,6,5,0,10,10,41,Cold
L0518,Thrive Group,Healthcare,501-1000,4,Gurgaon,Cold Calling,Cybersecurity,225.4,False,2026-03-20,2026-03,Contacted,2,Contacted,2026-08-30,Overdue,20.0,SR05,,No,Open,2,0,2,1,0,4,2026-06-13,98,15,15,6,0,0,10,5,51,Cold
L0519,Willow Solutions,Retail,201-500,3,Gurgaon,Email Campaign,Cloud Services,50.9,False,2026-03-20,2026-03,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR01,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,10,0,30,Cold
L0520,Lumina Ventures,Logistics,51-200,2,Mumbai,Referral,Digital Transformation,45.8,False,2026-03-20,2026-03,Meeting,4,Meeting Scheduled,2026-09-24,Upcoming,0.0,SR09,,No,Open,3,2,2,1,1,9,2026-06-05,106,5,5,6,10,12,10,5,53,Cold
L0521,Alpine Global,Healthcare,1-50,1,Hyderabad,Website,Cybersecurity,4.0,False,2026-03-20,2026-03,Contacted,2,Waiting for Response,2026-10-01,Upcoming,0.0,SR07,,No,Open,2,0,1,1,0,4,2026-05-01,141,0,0,6,0,0,10,5,21,Cold
L0522,Yonder Labs,E-commerce,1-50,1,Bengaluru,Cold Calling,Digital Transformation,11.8,False,2026-03-20,2026-03,Contacted,2,Follow-up Required,2026-09-19,Due Today,0.0,SR04,,No,Open,2,0,1,0,0,3,2026-06-04,107,0,5,6,0,0,4,0,15,Cold
L0523,Vertex Retail,Retail,501-1000,4,Mumbai,Referral,Cloud Services,337.0,False,2026-03-21,2026-03,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,1,0,1,1,0,3,2026-05-17,125,15,15,3,0,0,10,5,48,Cold
L0524,Orbit Ventures,SaaS,51-200,2,Delhi,LinkedIn,Software Development,58.7,False,2026-03-21,2026-03,New,1,Follow-up Required,2026-10-03,Upcoming,0.0,SR01,,No,Open,1,0,0,0,0,1,,,5,10,3,0,0,4,0,22,Cold
L0525,Harbor Ventures,FinTech,201-500,3,Mumbai,Events,Cybersecurity,98.8,False,2026-03-21,2026-03,Qualified,3,Follow-up Required,2026-09-18,Overdue,1.0,SR06,,No,Open,3,0,1,0,0,5,2026-06-17,94,10,10,6,0,0,10,0,36,Cold
L0526,Zeal Networks,FinTech,201-500,3,Bengaluru,Cold Calling,Cybersecurity,132.5,False,2026-03-21,2026-03,Qualified,3,Follow-up Required,2026-09-22,Upcoming,0.0,SR07,,No,Open,3,0,2,0,0,7,2026-06-16,95,10,10,6,0,0,10,0,36,Cold
L0527,Madhav Enterprises,E-commerce,51-200,2,Mumbai,Cold Calling,Cybersecurity,16.2,False,2026-03-21,2026-03,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR09,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,4,0,17,Cold
L0528,Nimbus Softech,Logistics,51-200,2,Unknown,Events,Digital Transformation,47.3,False,2026-03-21,2026-03,Contacted,2,Waiting for Response,2026-09-27,Upcoming,0.0,SR10,,No,Open,0,0,1,0,0,1,2026-04-27,145,5,5,0,0,0,10,0,20,Cold
L0529,Xenon Systems,SaaS,51-200,2,Delhi,Google Search,Cloud Services,50.3,False,2026-03-21,2026-03,Qualified,3,Follow-up Required,2026-09-20,Upcoming,0.0,SR01,,No,Open,1,1,3,1,0,5,2026-06-03,108,5,10,3,5,0,10,5,38,Cold
L0530,Vista Ventures,Education,51-200,2,Unknown,Cold Calling,Software Development,54.6,False,2026-03-22,2026-03,New,1,Follow-up Required,2026-10-05,Upcoming,0.0,SR09,,No,Open,2,0,0,0,0,2,,,5,10,6,0,0,10,0,31,Cold
L0531,Ion Payments,FinTech,501-1000,4,Hyderabad,Cold Calling,Digital Transformation,481.2,False,2026-03-22,2026-03,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR04,,No,Open,1,0,0,0,0,1,,,15,15,3,0,0,4,0,37,Cold
L0532,Lumina MedTech,Healthcare,1000+,5,Delhi,Referral,Software Development,2642.8,False,2026-03-22,2026-03,Meeting,4,Follow-up Required,2026-09-28,Upcoming,0.0,SR10,,No,Open,1,2,2,0,2,8,2026-06-13,98,20,20,3,10,20,4,0,77,Warm
L0533,Vista Group,Healthcare,1000+,5,Chennai,Cold Calling,DevOps,1800.7,False,2026-03-22,2026-03,Qualified,3,Meeting Scheduled,2026-09-23,Upcoming,0.0,SR07,,No,Open,3,0,1,0,0,6,2026-05-11,131,20,20,6,0,0,4,0,50,Cold
L0534,Drift Industries,Healthcare,1000+,5,Chennai,Email Campaign,Cybersecurity,1354.0,False,2026-03-22,2026-03,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR07,1820000,No,Lost,5,1,4,1,2,15,2026-06-04,107,20,20,10,5,20,10,5,90,Hot
L0535,Loop Health,Healthcare,501-1000,4,Delhi,Website,Software Development,519.7,False,2026-03-22,2026-03,Qualified,3,Follow-up Required,2026-09-23,Upcoming,0.0,SR03,,No,Open,1,1,3,3,0,5,2026-06-20,91,15,20,3,5,0,4,10,57,Cold
L0536,Ember Wealth Tech,FinTech,51-200,2,Noida,Referral,DevOps,38.8,False,2026-03-23,2026-03,Meeting,4,Meeting Scheduled,2026-09-22,Upcoming,0.0,SR10,,No,Open,3,2,2,0,2,10,2026-06-20,91,5,5,6,10,20,4,0,50,Cold
L0537,Tundra Payments,FinTech,51-200,2,Delhi,Website,Cloud Services,33.6,False,2026-03-23,2026-03,Meeting,4,Waiting for Response,2026-09-11,Overdue,8.0,SR05,,No,Open,3,0,3,3,1,9,2026-06-05,106,5,5,6,0,12,10,10,48,Cold
L0538,Gravity Pvt Ltd,Manufacturing,1000+,5,Delhi,Email Campaign,Digital Transformation,2071.3,False,2026-03-23,2026-03,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR01,,No,Lost,2,0,1,1,0,3,2026-05-09,133,20,20,6,0,0,10,5,61,Warm
L0539,Bluepeak Wealth Tech,FinTech,501-1000,4,Chennai,Cold Calling,DevOps,599.9,False,2026-03-23,2026-03,Meeting,4,Waiting for Response,2026-10-07,Upcoming,0.0,SR08,,No,Open,3,1,3,0,0,9,2026-06-10,101,15,20,6,5,0,4,0,50,Cold
L0540,Flux Health,Healthcare,201-500,3,Jaipur,Cold Calling,Cybersecurity,110.5,False,2026-03-23,2026-03,Contacted,2,Waiting for Response,2026-09-01,Overdue,18.0,SR05,,No,Open,0,0,2,1,0,2,2026-03-31,172,10,10,0,0,0,10,5,35,Cold
L0541,Zeal Global,E-commerce,51-200,2,Delhi,LinkedIn,DevOps,13.7,False,2026-03-23,2026-03,Contacted,2,Follow-up Required,2026-10-09,Upcoming,0.0,SR01,,No,Open,1,0,2,1,0,3,2026-05-22,120,5,5,3,0,0,4,5,22,Cold
L0542,Apex Systems,Healthcare,1-50,1,Bengaluru,Cold Calling,Digital Transformation,7.9,False,2026-03-23,2026-03,Contacted,2,Waiting for Response,2026-10-01,Upcoming,0.0,SR08,,No,Open,0,0,1,1,0,2,2026-05-17,125,0,0,0,0,0,10,5,15,Cold
L0543,Astra Brands,Retail,51-200,2,Hyderabad,Cold Calling,Software Development,12.6,False,2026-03-24,2026-03,New,1,Follow-up Required,2026-10-03,Upcoming,0.0,SR07,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,4,0,20,Cold
L0544,Jade Group,Retail,501-1000,4,Hyderabad,Cold Calling,Cloud Services,410.8,True,2026-03-24,2026-03,Contacted,2,Follow-up Required,2026-09-29,Upcoming,0.0,SR07,,No,Open,2,1,1,0,0,4,2026-05-21,121,15,15,6,5,0,10,0,51,Cold
L0545,Echo Ventures,FinTech,201-500,3,Ahmedabad,Cold Calling,Cybersecurity,154.6,False,2026-03-24,2026-03,New,1,Follow-up Required,2026-09-18,Overdue,1.0,SR02,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,10,0,33,Cold
L0546,Aurora Engineering,Manufacturing,1-50,1,Delhi,LinkedIn,Digital Transformation,4.5,False,2026-03-24,2026-03,Qualified,3,Waiting for Response,2026-09-14,Overdue,5.0,SR10,,No,Open,2,0,2,2,0,6,2026-05-28,114,0,0,6,0,0,10,10,26,Cold
L0547,Vayu Global,SaaS,501-1000,4,Hyderabad,LinkedIn,Digital Transformation,202.1,False,2026-03-24,2026-03,Contacted,2,Waiting for Response,2026-09-28,Upcoming,0.0,SR04,,No,Open,0,0,1,1,0,2,2026-05-08,134,15,15,0,0,0,4,5,39,Cold
L0548,Umbra Ventures,Manufacturing,1-50,1,Gurgaon,Cold Calling,Digital Transformation,9.7,False,2026-03-24,2026-03,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR03,,No,Lost,3,0,2,1,1,7,2026-05-12,130,0,0,6,0,12,10,5,33,Cold
L0549,Aryan Industries,E-commerce,201-500,3,Pune,Events,Software Development,144.6,False,2026-03-24,2026-03,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR06,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,10,0,33,Cold
L0550,Neptune Global,Healthcare,1000+,5,Ahmedabad,Email Campaign,Software Development,1775.2,True,2026-03-24,2026-03,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR06,,No,Open,1,1,1,1,0,3,2026-05-08,134,20,20,3,5,0,4,5,57,Cold
L0551,Alpine Systems,E-commerce,51-200,2,Bengaluru,Website,Digital Transformation,55.6,False,2026-03-25,2026-03,New,1,Follow-up Required,2026-09-23,Upcoming,0.0,SR08,,No,Open,0,0,0,0,0,0,,,5,10,0,0,0,4,0,19,Cold
L0552,Vayu Softech,Retail,201-500,3,Bengaluru,Email Campaign,Cloud Services,121.4,True,2026-03-25,2026-03,New,1,Follow-up Required,2026-09-30,Upcoming,0.0,SR04,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,10,0,33,Cold
L0553,Jolt Cloudware,SaaS,201-500,3,Delhi,LinkedIn,Cloud Services,114.9,False,2026-03-25,2026-03,Won,6,Closed,,No Follow-up Needed,0.0,SR03,1305000,Yes,Won,4,1,3,1,1,12,2026-06-16,95,10,10,10,5,12,10,5,62,Warm
L0554,Titan Solutions,Healthcare,51-200,2,Delhi,Events,Software Development,23.6,False,2026-03-25,2026-03,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR05,,No,Open,0,0,2,0,0,2,2026-06-12,99,5,5,0,0,0,4,0,14,Cold
L0555,Evergreen Ventures,SaaS,51-200,2,Pune,Google Search,DevOps,52.6,False,2026-03-25,2026-03,Contacted,2,Contacted,2026-09-30,Upcoming,0.0,SR09,,No,Open,0,0,1,0,0,1,2026-04-13,159,5,10,0,0,0,10,0,25,Cold
L0556,Wavelet Industries,Logistics,201-500,3,Pune,Cold Calling,Digital Transformation,47.6,False,2026-03-25,2026-03,Proposal,5,Follow-up Required,2026-08-31,Overdue,19.0,SR02,1175000,No,Open,2,2,2,1,1,10,2026-06-11,100,10,5,6,10,12,10,5,58,Cold
L0557,Zephyr Industries,SaaS,1-50,1,Chennai,Referral,Cloud Services,11.2,False,2026-03-25,2026-03,Won,6,Closed,,No Follow-up Needed,0.0,SR04,270000,Yes,Won,5,1,4,3,3,17,2026-06-02,109,0,5,10,5,20,10,10,60,Warm
L0558,Gravity Softech,Manufacturing,501-1000,4,Delhi,LinkedIn,DevOps,397.7,False,2026-03-25,2026-03,Meeting,4,Meeting Scheduled,2026-09-26,Upcoming,0.0,SR03,,No,Open,1,1,3,2,2,7,2026-06-11,100,15,15,3,5,20,4,10,72,Warm
L0559,Himalaya Systems,Education,201-500,3,Delhi,LinkedIn,DevOps,75.9,False,2026-03-25,2026-03,Meeting,4,Meeting Scheduled,2026-09-27,Upcoming,0.0,SR05,,No,Open,2,1,3,1,0,9,2026-06-11,100,10,10,6,5,0,4,5,40,Cold
L0560,Wisp Networks,FinTech,51-200,2,Chennai,LinkedIn,Digital Transformation,43.5,False,2026-03-25,2026-03,Contacted,2,Waiting for Response,2026-10-06,Upcoming,0.0,SR08,,No,Open,0,0,2,1,0,2,2026-06-16,95,5,5,0,0,0,4,5,19,Cold
L0561,Relay Pvt Ltd,Logistics,1-50,1,Gurgaon,Email Campaign,Digital Transformation,10.1,False,2026-03-25,2026-03,New,1,Follow-up Required,2026-10-10,Upcoming,0.0,SR01,,No,Open,1,0,0,0,0,1,,,0,5,3,0,0,10,0,18,Cold
L0562,Flux Global,Retail,51-200,2,Mumbai,Referral,Digital Transformation,56.4,False,2026-03-26,2026-03,Contacted,2,Follow-up Required,2026-09-19,Due Today,0.0,SR02,,No,Open,2,0,1,0,0,3,2026-04-01,171,5,10,6,0,0,10,0,31,Cold
L0563,Indus Software,SaaS,1-50,1,Pune,Cold Calling,DevOps,5.9,False,2026-03-26,2026-03,New,1,Follow-up Required,2026-09-23,Upcoming,0.0,SR09,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L0564,Nimbus Enterprises,E-commerce,51-200,2,Bengaluru,Events,Software Development,21.2,False,2026-03-26,2026-03,Meeting,4,Waiting for Response,2026-10-03,Upcoming,0.0,SR07,,No,Open,4,2,3,0,2,12,2026-06-22,89,5,5,10,10,20,10,0,60,Warm
L0565,Spark Retail,Retail,51-200,2,Bengaluru,Cold Calling,Software Development,15.8,False,2026-03-26,2026-03,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR08,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,4,0,20,Cold
L0566,Umbra Global,Education,201-500,3,Delhi,Referral,Cybersecurity,123.8,False,2026-03-26,2026-03,Won,6,Closed,,No Follow-up Needed,0.0,SR03,1060000,Yes,Won,5,4,4,1,2,17,2026-06-18,93,10,10,10,10,20,4,5,69,Warm
L0567,Alpine Technologies,Retail,1000+,5,Pune,Email Campaign,Digital Transformation,2303.0,False,2026-03-27,2026-03,New,1,Follow-up Required,2026-09-20,Upcoming,0.0,SR09,,No,Open,1,0,0,0,0,1,,,20,20,3,0,0,10,0,53,Cold
L0568,Umbra Labs,Retail,1-50,1,Mumbai,Website,Digital Transformation,7.1,False,2026-03-27,2026-03,Qualified,3,Follow-up Required,2026-09-06,Overdue,13.0,SR02,,No,Open,2,1,2,0,0,6,2026-06-18,93,0,0,6,5,0,10,0,21,Cold
L0569,Meridian Cargo,Logistics,1000+,5,Ahmedabad,Referral,Cybersecurity,2965.4,False,2026-03-27,2026-03,Meeting,4,Meeting Scheduled,2026-09-25,Upcoming,0.0,SR06,,No,Open,4,2,2,0,1,10,2026-06-25,86,20,20,10,10,12,4,0,76,Warm
L0570,Quantum Cloudware,SaaS,501-1000,4,Noida,Website,Cloud Services,310.7,False,2026-03-27,2026-03,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR01,,No,Lost,1,1,3,3,0,6,2026-06-18,93,15,15,3,5,0,10,10,58,Cold
L0571,Nimbus Technologies,Education,51-200,2,Unknown,Email Campaign,Cloud Services,22.9,False,2026-03-27,2026-03,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR10,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,4,0,17,Cold
L0572,Ember Networks,FinTech,51-200,2,Delhi,Website,Cybersecurity,23.4,False,2026-03-27,2026-03,Contacted,2,Follow-up Required,2026-09-26,Upcoming,0.0,SR05,,No,Open,2,0,2,1,0,4,2026-06-15,96,5,5,6,0,0,10,5,31,Cold
L0573,Yash Supply Chain,Logistics,1000+,5,Pune,Referral,Digital Transformation,664.5,False,2026-03-27,2026-03,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR02,,No,Lost,0,0,2,0,0,2,2026-06-10,101,20,20,0,0,0,10,0,50,Cold
L0574,Kestrel Finserv,FinTech,201-500,3,Noida,Cold Calling,Cloud Services,194.3,False,2026-03-27,2026-03,Proposal,5,Waiting for Response,2026-09-24,Upcoming,0.0,SR05,820000,No,Open,4,2,4,2,3,14,2026-06-23,88,10,10,10,10,20,10,10,80,Hot
L0575,Echo Enterprises,Manufacturing,1-50,1,Delhi,Website,Digital Transformation,8.1,True,2026-03-27,2026-03,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR10,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L0576,Spark Technologies,Healthcare,501-1000,4,Bengaluru,LinkedIn,Cybersecurity,353.0,False,2026-03-28,2026-03,Qualified,3,Waiting for Response,2026-09-04,Overdue,15.0,SR04,,No,Open,2,2,1,1,0,5,2026-05-19,123,15,15,6,10,0,10,5,61,Warm
L0577,Oasis Solutions,E-commerce,201-500,3,Ahmedabad,Cold Calling,Software Development,192.8,False,2026-03-28,2026-03,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR02,,No,Lost,3,2,3,1,1,10,2026-06-22,89,10,10,6,10,12,10,5,63,Warm
L0578,Prana Cargo,Logistics,51-200,2,Noida,Cold Calling,Digital Transformation,27.0,False,2026-03-28,2026-03,Contacted,2,Waiting for Response,2026-10-03,Upcoming,0.0,SR01,,No,Open,0,0,2,1,0,2,2026-05-11,131,5,5,0,0,0,10,5,25,Cold
L0579,Cobalt Brands,Retail,201-500,3,Delhi,Cold Calling,Digital Transformation,50.8,False,2026-03-28,2026-03,New,1,Follow-up Required,2026-09-25,Upcoming,0.0,SR03,,No,Open,2,0,0,0,0,2,,,10,10,6,0,0,10,0,36,Cold
L0580,Yonder Global,FinTech,1-50,1,Chennai,Email Campaign,Cybersecurity,6.3,False,2026-03-28,2026-03,Contacted,2,Follow-up Required,2026-09-20,Upcoming,0.0,SR04,,No,Open,0,1,1,1,0,2,2026-05-31,111,0,0,0,5,0,10,5,20,Cold
